"Place","Datetime","Fire","PM2.5","PM10","NO","NO2","NOx","CO","CO2","O2","Temper","Humid"
"Ho Chi Minh City","7/3/2023 19:00","Non","38.18","11.61","11.85","28.67","20.42","15.61","23.32","85.88","21.52","29.43"
"Ho Chi Minh City","7/3/2023 20:00","Fire","87.58","85.83","68.42","75.02","89.55","141.15","131.44","8.25","119.98","86.37"
"Ho Chi Minh City","7/3/2023 20:05","Fire","76.04","69.13","78.24","99.99","97.17","128.54","98.36","11.32","91.3","93.93"
"Ho Chi Minh City","7/3/2023 21:00","Non","27.3","10.78","21.77","19.67","17.85","15.86","12.52","95.87","23.2","28.94"
"Ho Chi Minh City","7/3/2023 22:00","Non","23.91","22.18","27.56","22.99","16.75","27.84","23.24","90.73","27.49","29.11"
"Ho Chi Minh City","7/3/2023 23:00","Fire","91.31","68.4","67.16","92.38","85.21","83.33","107.5","16.5","120.15","67.28"
"Ho Chi Minh City","7/3/2023 23:05","Fire","84.86","69.66","64.79","70.83","79.88","82.05","116.49","11.52","109.38","90.84"
"Ho Chi Minh City","7/3/2023 23:10","Fire","80.13","66.97","98.59","70.76","81.25","98.65","148.38","5.33","146.21","78.33"
"Ho Chi Minh City","7/3/2023 23:15","Fire","89.11","77.36","75.3","87.54","62.25","126.61","71.1","9.97","143.1","67.23"
"Ho Chi Minh City","7/3/2023 23:20","Fire","85.92","79.51","96.75","64.58","79.78","137.87","94.08","10.19","182.17","77.7"
"Ho Chi Minh City","7/3/2023 23:25","Fire","87.72","86.19","78.32","62.19","89.15","103.69","111.66","5.16","131.16","66.36"
"Ho Chi Minh City","7/3/2023 23:30","Fire","74.28","82.76","80.21","95.32","62.02","119.15","149.65","15.09","96.65","66.38"
"Ho Chi Minh City","7/3/2023 23:35","Fire","94.07","67.25","70.65","99.03","79.96","134.77","105.65","15.15","176.06","92.82"
"Ho Chi Minh City","7/3/2023 23:40","Fire","79.74","78.95","99.53","92.31","75.46","145.11","96.61","17.76","165.2","99.67"
"Ho Chi Minh City","7/3/2023 23:45","Fire","65.99","75.02","89.07","92.7","61","98.04","133.01","6.42","111.4","84.79"
"Ho Chi Minh City","7/3/2023 23:50","Fire","90.13","81.79","67.68","93.95","68.08","140.34","99.5","9.19","162.11","65.48"
"Ho Chi Minh City","7/3/2023 23:55","Fire","89.29","78.51","71.6","72.25","60.39","117.25","102.36","19.07","138.13","84.34"
"Ho Chi Minh City","7/4/2023 0:00","Non","37.99","10.62","26.47","17.44","21.95","24.2","29.33","62.05","28.44","29.88"
"Ho Chi Minh City","7/4/2023 1:00","Fire","93.23","73.32","85.11","93.92","68.38","70.24","108.87","11.65","98.29","81.26"
"Ho Chi Minh City","7/4/2023 1:05","Fire","97.01","64.8","73.79","61.44","81","140.35","78.37","12.77","175.01","84.43"
"Ho Chi Minh City","7/4/2023 1:10","Fire","99.87","84.56","64.52","62.18","78.81","82.5","115.81","19.07","184.3","97.1"
"Ho Chi Minh City","7/4/2023 1:15","Fire","90.31","62.27","81.53","99.61","84.62","101.99","111.23","5.86","134.96","85.53"
"Ho Chi Minh City","7/4/2023 1:20","Fire","73.09","87.95","61.67","82.24","71.49","92.7","102.06","5.78","128.4","98.43"
"Ho Chi Minh City","7/4/2023 1:25","Fire","89.29","65.33","68.86","75.78","72.58","113.66","147.05","16.19","96.55","73.63"
"Ho Chi Minh City","7/4/2023 1:30","Fire","97.07","63.31","85.08","97.63","63.57","144.57","123.6","9.06","103.7","99.92"
"Ho Chi Minh City","7/4/2023 1:35","Fire","74.98","81.36","60.26","81.23","77.92","127.94","103.18","7.47","166.07","97.46"
"Ho Chi Minh City","7/4/2023 1:40","Fire","81.93","71.8","74.4","62.34","76.03","78.61","100.26","6.32","109.7","74.43"
"Ho Chi Minh City","7/4/2023 1:45","Fire","95.82","81.56","92.37","88.65","99.01","143.45","75.31","10.22","170.72","89.15"
"Ho Chi Minh City","7/4/2023 1:50","Fire","91.53","62.84","86.92","75.94","63.13","96.87","90","11.13","194.59","97.29"
"Ho Chi Minh City","7/4/2023 1:55","Fire","90.68","87.73","95.4","86.3","60.81","75.13","140.13","16.51","188.46","90.36"
"Ho Chi Minh City","7/4/2023 2:00","Fire","95.14","74.69","71.47","76.83","91.27","129.98","92.42","17.82","198.86","88.51"
"Ho Chi Minh City","7/4/2023 2:05","Fire","95.49","61.7","96.96","92.65","81.3","135.73","125.69","5.38","196.57","87.8"
"Ho Chi Minh City","7/4/2023 2:10","Fire","88.77","64.07","90.16","92.95","64.11","115.71","106.67","13.95","99.53","86.73"
"Ho Chi Minh City","7/4/2023 2:15","Fire","67.29","89.18","71.2","72.95","92.78","81.2","147.55","8.2","168.19","97.07"
"Ho Chi Minh City","7/4/2023 2:20","Fire","81.88","78.04","66.41","64.8","62.11","120.78","105.24","15.02","149.08","87.4"
"Ho Chi Minh City","7/4/2023 2:25","Fire","75.72","77.16","89.24","71.97","97.32","148.41","110.75","7.85","146.78","99.85"
"Ho Chi Minh City","7/4/2023 2:30","Fire","70.81","60.66","73.97","70.11","64.39","91.56","113.33","12.08","192.43","98.97"
"Ho Chi Minh City","7/4/2023 2:35","Fire","69.03","72.42","75.92","91.99","96.61","84.55","115.9","7.9","101.38","66.68"
"Ho Chi Minh City","7/4/2023 2:40","Fire","94.94","75.27","73.31","65.22","72.32","71.06","134.73","11.27","121.81","83.87"
"Ho Chi Minh City","7/4/2023 3:00","Non","28.08","21.33","16.34","26.31","21.02","21.86","12.28","65.84","29.07","27.08"
"Ho Chi Minh City","7/4/2023 4:00","Fire","74.35","73.34","66.98","82.83","86.87","88.36","124.83","18.59","197.59","65.81"
"Ho Chi Minh City","7/4/2023 4:05","Fire","76.27","68.58","71.61","64.51","75.36","117.6","113.19","9.58","106.73","96.46"
"Ho Chi Minh City","7/4/2023 4:10","Fire","65.97","79.34","66.99","96.14","79.25","122.87","134.15","7.55","128.55","91.17"
"Ho Chi Minh City","7/4/2023 4:15","Fire","73.09","74.25","90.81","69.73","82.36","123.18","141.67","19.17","99.17","88.13"
"Ho Chi Minh City","7/4/2023 4:20","Fire","75.22","69.57","62.1","82.1","75.81","90.84","74.34","5.31","163.99","71.5"
"Ho Chi Minh City","7/4/2023 4:25","Fire","94.05","69.07","68.52","99.2","75.79","87.06","118.66","15.24","98.32","67.42"
"Ho Chi Minh City","7/4/2023 5:00","Non","29.23","26.9","10.49","15.83","18.02","26.12","11.97","95.64","25.03","21.14"
"Ho Chi Minh City","7/4/2023 6:00","Fire","68.57","57.4","81.27","94.88","77.56","82.58","133.76","14.97","168.78","87.06"
"Ho Chi Minh City","7/4/2023 6:05","Fire","66.89","76.35","89.11","75.75","67.08","92.15","77.12","13.21","128.18","89.75"
"Ho Chi Minh City","7/4/2023 6:10","Fire","87.45","88.99","98","89.36","60.47","140.23","108.21","14.87","162.42","73.71"
"Ho Chi Minh City","7/4/2023 6:15","Fire","86.87","79.12","90.91","90.32","81.27","129.79","125.82","18.73","120.1","72.41"
"Ho Chi Minh City","7/4/2023 6:20","Fire","71.42","84.46","62.31","69.5","74.18","90.04","142.83","10.59","186.92","96.31"
"Ho Chi Minh City","7/4/2023 6:25","Fire","72.42","81.95","66.83","60.37","69.37","79.38","116.65","11.41","94.15","78.61"
"Ho Chi Minh City","7/4/2023 6:30","Fire","91.35","78.41","94.29","85.7","75.49","128.86","103.15","18.84","194.52","90.25"
"Ho Chi Minh City","7/4/2023 7:00","Non","22.63","27.26","25.57","25.94","29.2","18.26","18.26","78.07","30.03","27.45"
"Ho Chi Minh City","7/4/2023 8:00","Fire","90.39","68.26","62.27","78.78","77.34","121.44","83.63","14.32","124.71","71.83"
"Ho Chi Minh City","7/4/2023 8:05","Fire","85.19","75.49","84.99","86.45","60.12","125.21","139.52","16.68","124.99","79.64"
"Ho Chi Minh City","7/4/2023 9:00","Non","33.8","24.08","10.24","24.68","24.04","25.5","16.89","61.95","31.16","28.17"
"Ho Chi Minh City","7/4/2023 10:00","Fire","99.93","57.63","65.35","80.57","92.04","127.86","111.11","13.85","163.13","70.92"
"Ho Chi Minh City","7/4/2023 10:05","Fire","70.48","67.19","74.33","66.13","96.6","70.61","141.48","8.1","172.22","89.76"
"Ho Chi Minh City","7/4/2023 10:10","Fire","65.45","68.78","86.55","83.01","80.41","74.7","111.28","14.49","171.89","97.74"
"Ho Chi Minh City","7/4/2023 10:15","Fire","76.01","77.04","88.3","86.34","64.11","121.24","116.35","5.75","130.4","74.82"
"Ho Chi Minh City","7/4/2023 10:20","Fire","80.97","72.85","55.82","67.34","66.04","114.26","86.42","18.54","108.95","67.9"
"Ho Chi Minh City","7/4/2023 10:25","Fire","76.42","73.29","66.81","85.46","69.62","139.89","115.01","11.25","135.21","69.43"
"Ho Chi Minh City","7/4/2023 10:30","Fire","77.56","64.71","58.21","85.13","61.21","101.92","106","17.04","189.55","94.28"
"Ho Chi Minh City","7/4/2023 10:35","Fire","77.2","56.22","61.57","76.15","67.35","77.91","139.83","19.8","91.88","96.29"
"Ho Chi Minh City","7/4/2023 10:40","Fire","72.74","79.21","98.68","82.04","82.21","84.81","85.98","12.16","99.35","81.77"
"Ho Chi Minh City","7/4/2023 10:45","Fire","97.84","71.54","58.38","76.05","91.46","148.83","109.75","17.85","119.75","97.93"
"Ho Chi Minh City","7/4/2023 10:50","Fire","88.51","74.31","77.38","61.33","69.53","140.63","143.95","6.53","129.36","77.84"
"Ho Chi Minh City","7/4/2023 10:55","Fire","89.08","83.77","87.32","88.64","63.59","82.2","110.16","16.87","181.96","78"
"Ho Chi Minh City","7/4/2023 11:00","Fire","87.15","67.4","72.72","98.87","66.44","134.54","71.42","19.94","97.36","93.06"
"Ho Chi Minh City","7/4/2023 12:00","Non","39.95","25.25","19.69","27.63","23.43","11.77","11.72","98.31","25.85","25.83"
"Ho Chi Minh City","7/4/2023 13:00","Fire","66.25","78.7","81.25","76.66","92.35","146.36","149.73","8.1","127.92","69.06"
"Ho Chi Minh City","7/4/2023 13:05","Fire","85.26","56.84","79.18","79.81","65.92","84.13","140.78","19.68","103.73","79.41"
"Ho Chi Minh City","7/4/2023 13:10","Fire","99.38","72.22","78.03","85.82","78.52","122.66","146.58","5.22","97.72","99.14"
"Ho Chi Minh City","7/4/2023 13:15","Fire","96.94","78.39","82.91","74","84.74","145.51","101.45","17.37","140.39","92.03"
"Ho Chi Minh City","7/4/2023 13:20","Fire","91.13","85.1","86.01","67.08","88.31","79.17","88.39","18.71","189.2","74.25"
"Ho Chi Minh City","7/4/2023 13:25","Fire","78.92","83.28","90.86","81.33","74.82","140.47","90.42","8.53","137.34","81.84"
"Ho Chi Minh City","7/4/2023 13:30","Fire","98.41","78.13","62.12","81.18","71.34","94.87","147.37","18.55","108.59","71.94"
"Ho Chi Minh City","7/4/2023 13:35","Fire","67.89","60.32","95.03","94.47","93.99","101.78","127.87","17.78","101","87.48"
"Ho Chi Minh City","7/4/2023 13:40","Fire","81.44","73.31","71.84","66.06","77.34","128.51","112.36","7.76","121.77","93.35"
"Ho Chi Minh City","7/4/2023 13:45","Fire","90.94","67.58","80.98","83.92","70.93","88.22","87","17.59","185.15","68.6"
"Ho Chi Minh City","7/4/2023 13:50","Fire","66.72","73.21","69.11","61.7","75.98","138.29","122.85","9.98","124.71","83.76"
"Ho Chi Minh City","7/4/2023 13:55","Fire","78.83","57.68","70.01","71.49","90.35","133.72","76.24","9.93","99.39","84.81"
"Ho Chi Minh City","7/4/2023 14:00","Fire","89.52","57.53","96.62","76.04","91.99","130.03","98.87","13.44","117.3","94.73"
"Ho Chi Minh City","7/4/2023 15:00","Non","32.68","18.98","10.57","28.61","25.1","21.83","27.82","66.25","22.22","26.8"
"Ho Chi Minh City","7/4/2023 16:00","Non","22.89","14.18","10.83","17.9","28.87","16.78","27","88.93","29.82","22.91"
"Ho Chi Minh City","7/4/2023 17:00","Fire","84.71","63.92","89.39","95.92","86.66","75.18","127.9","16.29","160.15","81.99"
"Ho Chi Minh City","7/4/2023 17:05","Fire","72.69","65.5","95.79","62.14","63.24","89.64","136.55","12.18","99.63","73.72"
"Ho Chi Minh City","7/4/2023 17:10","Fire","96.25","82.02","70.55","88.61","90.19","105.38","124.76","14.16","128.32","76.93"
"Ho Chi Minh City","7/4/2023 17:15","Fire","87.66","76.37","97.26","83.38","71.9","70.73","137.16","9.13","108.29","81.46"
"Ho Chi Minh City","7/4/2023 17:20","Fire","85.84","85.06","73","64.36","83.34","136.9","132.61","13.97","174.48","98.67"
"Ho Chi Minh City","7/4/2023 17:25","Fire","70.08","77.07","98.46","79.87","93.89","104.87","109.67","11.08","124.93","74.66"
"Ho Chi Minh City","7/4/2023 18:00","Non","33.7","12.54","28.47","28.62","16.9","13.03","28.29","78.9","29.81","27.15"
"Ho Chi Minh City","7/4/2023 19:00","Fire","80.49","73.01","78.31","66.77","89.99","147.71","114.72","13.26","121.11","66.75"
"Ho Chi Minh City","7/4/2023 20:00","Non","32.88","13.87","28.15","22.06","19.99","29.96","10.51","83.99","23.38","29.96"
"Ho Chi Minh City","7/4/2023 21:00","Non","25.44","24.08","28.75","18.9","25.82","15.56","18.71","61.3","30.75","20.42"
"Ho Chi Minh City","7/4/2023 22:00","Fire","91.48","64.7","80.48","97.38","77.06","77.81","88.16","6.22","162.41","66.07"
"Ho Chi Minh City","7/4/2023 22:05","Fire","76.91","77.98","76.69","96.08","64.87","144.82","83.04","14.49","184.98","95.38"
"Ho Chi Minh City","7/4/2023 22:10","Fire","98.79","68.04","86.98","62.25","88.56","122.22","84.68","10.68","155.16","76.4"
"Ho Chi Minh City","7/4/2023 22:15","Fire","90.77","57.99","88.27","79.83","69.75","118.35","72.15","8.81","178.31","66.88"
"Ho Chi Minh City","7/4/2023 22:20","Fire","79.19","62.51","56.1","73.92","91.63","79.53","112.33","9.1","142.37","74.28"
"Ho Chi Minh City","7/4/2023 22:25","Fire","69.65","74.39","82.37","78.99","62.22","72.67","74.92","14.96","168.15","93.42"
"Ho Chi Minh City","7/4/2023 23:00","Non","38.16","29.19","13.48","25.3","26.65","12.78","26.94","96.39","21.11","20.39"
"Ho Chi Minh City","7/5/2023 0:00","Non","28.77","22.95","22.9","21.44","26","24.38","14.34","62.51","27.14","28.56"
"Ho Chi Minh City","7/5/2023 1:00","Fire","98.75","58.91","84.28","89.16","93.37","84.24","71.56","7.65","193.4","94.27"
"Ho Chi Minh City","7/5/2023 2:00","Non","32.76","29.21","27.51","18.41","29.61","18.66","10.92","76.89","32.93","24.01"
"Ho Chi Minh City","7/5/2023 3:00","Non","38.52","25.23","19.29","18.63","28.23","25.92","19.05","78.47","27.44","25.11"
"Ho Chi Minh City","7/5/2023 4:00","Fire","93.88","55.38","86.42","78.9","67.97","99.86","145.98","7.93","155.21","83.88"
"Ho Chi Minh City","7/5/2023 4:05","Fire","79.79","85.13","79.13","90.01","75.31","95.41","99.84","15.71","184.99","66.36"
"Ho Chi Minh City","7/5/2023 4:10","Fire","79.33","64.87","92.79","73.62","60.39","130.57","107.21","13.77","116.76","95.69"
"Ho Chi Minh City","7/5/2023 4:15","Fire","87.21","81.41","69.24","97.9","66.89","149.73","134.41","15.12","129.07","79.04"
"Ho Chi Minh City","7/5/2023 4:20","Fire","68.41","72.01","70.46","89.73","92.78","74.19","76.18","13.42","123.03","95.58"
"Ho Chi Minh City","7/5/2023 4:25","Fire","73.44","81.28","78.82","85.24","80.52","124.28","93.32","11.29","149.04","95.87"
"Ho Chi Minh City","7/5/2023 4:30","Fire","98.44","89.37","73.83","82.76","61.8","77.55","77.06","6.94","161.31","90.47"
"Ho Chi Minh City","7/5/2023 4:35","Fire","83.03","71.44","92.7","65.11","72.71","121.47","111.2","17.82","169.32","84.03"
"Ho Chi Minh City","7/5/2023 4:40","Fire","98.61","78.33","98.25","71.67","72.63","124.4","101.7","18.45","144.36","72.61"
"Ho Chi Minh City","7/5/2023 4:45","Fire","70.51","74.55","64.89","65.82","74.24","70.02","76.37","7.59","130.1","81.49"
"Ho Chi Minh City","7/5/2023 4:50","Fire","90.73","79.57","78.65","63.62","99.93","97.49","73.57","15.33","93.02","77.16"
"Ho Chi Minh City","7/5/2023 4:55","Fire","71.2","66.59","78.29","97.44","64.75","110.02","122.17","9.47","161.79","97.28"
"Ho Chi Minh City","7/5/2023 5:00","Fire","92.21","58.48","56.54","62.79","71.95","107.94","143.48","9.77","185.63","65.43"
"Ho Chi Minh City","7/5/2023 5:05","Fire","91.29","82.23","57.36","61.32","97.42","97.26","108.28","17.59","145.63","74.48"
"Ho Chi Minh City","7/5/2023 5:10","Fire","76.91","63.28","62.95","94.79","70.75","101.36","122.26","15.23","179.73","93.75"
"Ho Chi Minh City","7/5/2023 5:15","Fire","99.65","72.44","61.86","97.91","99.18","120.28","80.46","15.45","90.26","78.96"
"Ho Chi Minh City","7/5/2023 5:20","Fire","76.59","83.11","80.8","91.37","75.46","121.87","126.72","6.66","156.2","86.16"
"Ho Chi Minh City","7/5/2023 5:25","Fire","70.14","58.78","80.7","86.93","72.52","78.43","105.39","16.11","145.4","71.26"
"Ho Chi Minh City","7/5/2023 5:30","Fire","87.26","68.44","95.2","82.45","84.81","85.13","74.49","9.12","189.6","86.67"
"Ho Chi Minh City","7/5/2023 5:35","Fire","80.82","79.18","74.73","69.55","95.15","126.66","106.83","10.49","185.98","70.99"
"Ho Chi Minh City","7/5/2023 5:40","Fire","68.47","74.08","59.05","68.94","89.23","100.99","92.35","15.9","156.49","72.24"
"Ho Chi Minh City","7/5/2023 5:45","Fire","84.24","66.02","82.9","79.28","93.13","103.53","129.35","19.07","133.32","71.77"
"Ho Chi Minh City","7/5/2023 5:50","Fire","85.11","63.81","60.72","97.87","95.12","113.35","132.95","16.17","178.56","70.37"
"Ho Chi Minh City","7/5/2023 5:55","Fire","76.53","78.56","62.14","93.22","73.03","116.41","73.5","18.17","158.87","99.75"
"Ho Chi Minh City","7/5/2023 6:00","Fire","85.9","63.04","68.49","67.6","76.58","72.84","83.3","14","104.75","75.54"
"Ho Chi Minh City","7/5/2023 7:00","Non","29.61","15.38","18.55","18.01","29.69","26.68","20.97","66.98","32.95","25.86"
"Ho Chi Minh City","7/5/2023 8:00","Fire","75.57","86.39","63.98","86.64","94.01","83.89","104.77","16.59","143.16","93.09"
"Ho Chi Minh City","7/5/2023 9:00","Non","33.99","15.53","25.64","22.88","26.3","11.26","14.59","72.67","24.13","22.55"
"Ho Chi Minh City","7/5/2023 10:00","Fire","85.45","65.91","62.84","61.75","76.9","123.62","81.64","16.99","135","69.02"
"Ho Chi Minh City","7/5/2023 10:05","Fire","73.16","89.98","91.42","69.75","68.96","121.05","102.68","7.97","194.4","81.21"
"Ho Chi Minh City","7/5/2023 10:10","Fire","98.78","68.67","66.22","80.52","71.96","118.69","104.6","7.15","195.97","83.86"
"Ho Chi Minh City","7/5/2023 10:15","Fire","77.74","55.78","77.22","98.48","89.86","147.41","77.34","6.8","145.79","95.3"
"Ho Chi Minh City","7/5/2023 10:20","Fire","80.61","70.18","68.42","71.56","81.97","83.29","149.61","9.22","128.2","71.25"
"Ho Chi Minh City","7/5/2023 10:25","Fire","94.91","60.61","69.63","62.42","74.97","112.74","149.68","16.7","130.81","70.3"
"Ho Chi Minh City","7/5/2023 11:00","Non","25.56","13.05","19.78","21.68","15.7","17.99","23.88","81.41","23.01","22.45"
"Ho Chi Minh City","7/5/2023 12:00","Fire","95.33","56.63","65.17","97.86","82.53","119.2","136.91","17.06","180.75","71.45"
"Ho Chi Minh City","7/5/2023 12:05","Fire","70.89","81.14","93.39","98.94","69.16","82.88","77.31","7.53","190.59","98.22"
"Ho Chi Minh City","7/5/2023 12:10","Fire","65.3","56.83","76.94","82.33","76.85","143.06","78.03","13.84","95.6","97.17"
"Ho Chi Minh City","7/5/2023 13:00","Non","22.68","28.85","26.51","15.31","26.83","13.7","21.63","80.09","30.22","20.67"
"Ho Chi Minh City","7/5/2023 14:00","Fire","75.28","78.65","59.05","94.42","88.68","113.72","147.49","7.29","199.69","89.09"
"Ho Chi Minh City","7/5/2023 14:05","Fire","90.33","87.62","84.24","85.39","68.01","96.34","85.29","11.83","106.92","66.65"
"Ho Chi Minh City","7/5/2023 14:10","Fire","97.96","84.6","57.33","66.78","79.17","130.07","88.48","13.86","177.88","76.5"
"Ho Chi Minh City","7/5/2023 14:15","Fire","73.9","65.97","63.24","78.34","73.29","93.54","81.72","10.87","143.79","97.48"
"Ho Chi Minh City","7/5/2023 14:20","Fire","81.31","74.95","77.54","63.9","94.1","86.05","124.76","12.72","123.87","67.44"
"Ho Chi Minh City","7/5/2023 14:25","Fire","97.81","83.62","88.26","75.02","79.2","77.7","118.65","19.27","97","65.15"
"Ho Chi Minh City","7/5/2023 14:30","Fire","80.76","62.1","91.64","60.83","93.08","78.49","127.28","5.53","154.77","92.64"
"Ho Chi Minh City","7/5/2023 14:35","Fire","81.65","65.4","96.56","85.91","90.84","72.79","98.42","10.43","156.39","74.82"
"Ho Chi Minh City","7/5/2023 14:40","Fire","99.79","58.5","78.73","72.69","86.22","148.66","138.77","9.83","161.47","68.58"
"Ho Chi Minh City","7/5/2023 14:45","Fire","97.68","65.66","59.71","63.81","76.46","124.29","125.78","12.85","184.36","79.25"
"Ho Chi Minh City","7/5/2023 14:50","Fire","86.79","87.65","98.43","83.22","87.56","79.47","142.87","8.62","188.23","66.38"
"Ho Chi Minh City","7/5/2023 15:00","Non","22.4","26.76","12.39","21.7","16.29","15.59","12.24","81.9","30.32","27.69"
"Ho Chi Minh City","7/5/2023 16:00","Fire","77.14","57.94","86.77","66.38","97.56","75.23","72.87","6.44","94.3","86.79"
"Ho Chi Minh City","7/5/2023 16:05","Fire","85.43","81.17","67.91","68.91","63.59","116.24","126.78","5.87","121.27","79.37"
"Ho Chi Minh City","7/5/2023 16:10","Fire","93.27","86.27","65.84","92.67","99.33","148.34","143.45","12.42","140.8","88.62"
"Ho Chi Minh City","7/5/2023 16:15","Fire","85.67","72.06","59.41","71.62","88.44","141.06","129.18","9.41","107.02","66.01"
"Ho Chi Minh City","7/5/2023 16:20","Fire","98.32","63.21","78.84","84.52","94.97","138.85","134.66","7.66","102.42","77.62"
"Ho Chi Minh City","7/5/2023 16:25","Fire","72.78","75.63","60.2","65.3","83.17","147.44","105.93","9.58","125.71","76.01"
"Ho Chi Minh City","7/5/2023 16:30","Fire","72.26","55.52","67.97","95.55","67.9","145.63","108.34","13.09","198.36","79.12"
"Ho Chi Minh City","7/5/2023 17:00","Non","27.25","15.93","14.07","15.51","26.63","25.54","24.88","63.49","30.44","25.05"
"Ho Chi Minh City","7/5/2023 18:00","Fire","79.28","68.23","84.73","99.19","93.7","139.26","109.02","11.76","157.31","73.85"
"Ho Chi Minh City","7/5/2023 18:05","Fire","84.45","79.28","95.23","64.93","81.22","113.03","123.06","19.89","99.34","71.49"
"Ho Chi Minh City","7/5/2023 18:10","Fire","98.8","75.14","56.34","63","75.11","120.74","147.07","16.59","142.46","80.12"
"Ho Chi Minh City","7/5/2023 18:15","Fire","73.33","77.1","74.44","68.42","77.2","126.85","132.9","13.3","170.5","96.98"
"Ho Chi Minh City","7/5/2023 18:20","Fire","98.07","62.16","92.38","71.51","94.41","129.31","142.56","19.81","166.62","67.42"
"Ho Chi Minh City","7/5/2023 18:25","Fire","68.83","74.26","64.94","63.7","95.54","105.45","88.51","19.13","118.1","95.17"
"Ho Chi Minh City","7/5/2023 18:30","Fire","99.89","65.81","55.97","91.93","92.12","130.67","143.13","18.4","123.58","93.14"
"Ho Chi Minh City","7/5/2023 18:35","Fire","73.6","89.77","96.74","75.67","82.22","85.36","111.23","15.95","172.12","77.79"
